5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23
0,0.007525077,0.015766792,0.016340686,-0.004020093,-0.027440678,-0.036316152,-0.021744859,-0.017403338,-0.010070604,-0.017872754,-0.012190975,-0.006528924,0.004695775,0.021493438,0.017385194,0.008991898,-0.013368984,-0.009485095,-0.010032832,0.005886694,0.00320637,-0.008216252,-0.005881866,0,0.020369444,0.027223255,0.025619281,-1,,inf,-1,inf,0.002266667,-0.009048877,-0.004567123,-0.006787162,0.01385552,0.022776036,0.010154997,0.004410053,-0.03072956,-0.035326087,-0.032864789,-0.009707776,-0.004902941,0.001971431,0.004917404,0.024410935,0.02770049,0.027882337,0.007956056,-0.009865898,-0.022651848,-0.019945326,-0.014187979,-0.007196088,-0.016123,-0.01178724,-0.005465931,0.025434985,0.040935673,0.042134831,0.026056604,-0.006788085,-0.023804297,-0.032513012,-0.016102699,0.003321635,0.000944681,-0.002834202,-0.008052116,0.008833811,0.02693683,0.029499374,0.026641915,-0.009114222,-0.023767585,-0.0288557,-0.004643454,0.009330233,-0.004391863,-0.004639596,-0.00932804,0.016710771,0.030091667,0.031461601,0.018580392,-0.007273997,-0.021544937,-0.02318201,-0.009018928,0,0,-0.008743411,-0.000919781,0.009189737,0.032420179,0.03165873,0.017093754,-0.010503412,-0.021148275,-0.017354432,-0.011038411,0.004465183,-0.004445333,0,0.003573217,0.01690301,0.034994751,0.030431133,0.019688285,-0.012067588,-0.028500023,-0.021374668,-0.010278364,0.004325397,-0.006462737,0.010407641,0.004292708,0.017094872,0.021007545,0.024691358,0.01606506,-0.013439515,-0.024038462,-0.017241379,-0.010859649,-0.004223814,-0.003391858,-0.000852765,0.004259799,0.00748855,0.030307393,0.024513229,0.016885078,-0.011764706,-0.013888095,-0.013682886,0,0.006119951,0.001622871,0.003643722,0.008066956,0.012004802,0.016211151,0.010895728,0.019244804,0.016617837,0.015601771,0.014629104,0.005768569,0.006451613,4.27E-06,0.003561951,0.011354805,0.01403152,0.031141847,0.026844948,0.022876471,0.001916932,-0.00956632,-0.012878936,-0.007827789,0,0.001315582,0.005909385,0.019582233,0.027528151,0.031153271,0.020811468,0.008878661,-0.014666953,-0.029441869,-0.027607379,-0.018927457,-0.005787785,-0.011318895,0.001634936,0.012411504,0.03709546,0.041990695,0.038210172
-0.006688299,-0.009428283,-0.020394303,-0.027757826,-0.030691649,-0.025773913,-0.034013605,-0.021908451,-0.039201569,-0.004161536,-0.012541796,0.003386111,0.005906329,0.02097485,0.019104339,-0.001613383,-0.00161599,-0.010716288,-0.004905965,-0.016639263,-0.010864415,-0.016049855,-0.00236188,0.003012911,0.021449163,0,0.007980687,-0.0083325,0.004199996,-0.016734742,-0.005959144,-0.012842477,-0.008672167,-0.011372703,0,0.008848665,0.008771053,0.004348699,0.008657143,-0.00858284,-0.008657143,-0.02620085,-0.013452903,-0.02272907,-0.013953501,-0.009433028,0.012142857,0.028228652,0.025622512,0.015391493,0.013181031,0.007805731,0.000862307,-0.002151331,0.002585095,0.013753342,0.002118693,0.008459391,0.025167806,0.057284826,0.046439593,0.031803971,0.007167742,0.007118866,-0.00636042,-0.007113793,-0.007162613,0.002885281,-0.00719353,0.007065217,0.007194819,0.025005197,0.021083116,0.012970657,0.013475732,0.00665027,0,-0.006606336,-0.013296551,-0.006064686,-0.003390506,0.006802041,0.013514198,0.021334,0.013053516,0.013530937,0.003497777,0.003801075,-0.007573362,-0.009699199,-0.003852948,0.003867851,0.004978009,0.003193608,0.008281534,0.018951346,0.024178534,0.014406166,0.003879341,-0.002378885,-0.007030332,0.00149955,-0.002994609,-0.000901442,-0.005413531,-0.001513153,0.013023024,0.01898296,0.024938257,0.017174753,0.012523428,0.002778209,0,-0.007759428,0.002792177,-0.00167131,0,0.005581476,0.012762479,0.019178641,0.013440323,0.01485518,0.007841083,0,-0.011929973,-0.007874016,-0.006877778,-0.007991472,-0.012889359,-0.006528832,0.010951801,0.021126772,0.013263668,0.009424079,0.010372401,0,-0.001540042,-0.009254503,0,0.002595227,0.003622671,0.005158332,0.010260641,0.003047234,0,0.002532153,0.026515152,0.034439852,0.026160298,0.010428732,0.002292659,-0.004576203,-0.004597241,0.010161196,0.022862826,0.035761271,0.029348739,0.023060377,0.008197135,0.004064634,-0.001112551,0.002025736,0,0.007989486,0.002005617,0.012014422,0.02097389,0.036822093,0.023176814,0.001827184,-0.01823523,-0.019316129,-0.018939773,-0.013127032,-0.013693662,-0.015866329,-0.010480048,-0.002035846,0.013060403,0.01410194,0.017878427,0.022638173,0.017175579
0.010830341,0.014288592,0.021126731,0.008275851,-0.029072464,-0.028176158,-0.037696212,-0.02079096,-0.031622432,-0.014299401,0.00330756,0.008916393,0.014331233,0.014128751,0.015482996,0.003045727,-0.016714311,-0.032457446,-0.037543071,-0.024896307,0.001705535,-0.014446874,0.008622429,0,0.025641026,0.025,0.016258537,0.032001651,-0.03875814,-0.025809636,-0.049688824,-0.008707514,-0.018764862,-0.01430383,-0.010177604,0.00307311,0.014643145,0.037159091,0.024344305,0.008490677,-0.043348485,-0.059836234,-0.06550878,-0.028542757,-0.020622638,-0.015789507,0.012834252,0.04857666,0.065456193,0.064276114,0.024863189,0,-0.038994868,-0.053199375,-0.033331429,-0.024632464,-0.013133333,-0.029680716,0.014037975,0.06241496,0.077353746,0.07878507,0.048864446,0.023291566,-0.033748876,-0.048740782,-0.044920504,-0.015198498,-0.012714704,-0.019676328,0.004592862,0.041090748,0.076688355,0.069226809,0.031161619,0.008690606,-0.040449438,-0.039030445,-0.047931685,-0.023887413,-0.015734238,-0.007108336,0.034883783,0.044945627,0.061205955,0.0350741,0.01942774,-0.005907824,-0.031208203,-0.038196042,-0.030301435,-0.021384833,-0.01680507,-0.020512821,0.015706806,0.058417526,0.064938417,0.042681337,0.003070175,-0.010201137,-0.038287383,-0.02924667,-0.024444834,-0.003235241,-0.003245742,-0.007323039,0.024590204,0.044803272,0.05359563,0.03561197,0.004210526,-0.01048218,-0.034605932,-0.030724259,-0.018864934,-0.007693834,0.002325581,0.010055684,0.023696748,0.035153147,0.02818025,0.027445838,0,-0.015049227,-0.034720833,-0.028778376,-0.011111111,-0.013483146,-0.004555809,-0.000764302,0.028855006,0.034131227,0.033004735,0.020973717,0.006804082,-0.006758099,-0.027212245,-0.022376255,-0.014377682,-0.007258872,-0.008772584,-0.007301434,0.034176871,0.047413793,0.034156379,0.005304417,0.011874933,0.0249068,0.010179389,-0.006298481,-0.017745247,-0.009677432,-0.01302803,-0.00660198,0.023258503,0.042857087,0.049811893,0.029654804,0.005761527,-0.009164948,-0.023119102,-0.018344357,-0.008437613,-0.006080236,-0.005504587,-0.006151292,0.018564379,0.043742459,0.044238701,0.039020067,0.001071887,-0.013932476,-0.038044524,-0.033898305,-0.023392982,-0.017964093,-0.012193917,-0.003703704,0.024657993,0.042328023,0.045248869,0.042847153,0.021285768
0.030162104,0.018861115,0.021165117,0.000215969,-0.032715448,-0.030439753,-0.037325668,-0.013284245,-0.031825193,0.008974563,0.003759398,0.03223221,0.030238819,0.044608016,0.029426242,0,-0.026200816,-0.029152401,-0.026632856,-0.01185858,-0.024016193,0.003749382,0.01715479,0.043374539,0.023120626,0.015799061,0.015553333,0.006564566,-0.023908748,-0.033407498,-0.029958456,0.009505961,-0.009825859,-0.000242381,-0.015444841,0.014904943,0.02165086,0.029685612,0.021476492,0.006534602,-0.017437833,-0.02573796,-0.034343963,-0.000770834,-0.008335714,0.012007232,0.022149466,0.042823719,0.044517301,0.026983488,0.016700903,-0.004077559,-0.014348331,-0.022864912,-0.013831885,-0.005391586,-0.013015156,0.003296696,0.020806088,0.059015148,0.050455927,0.032795139,0.017739974,-0.002796849,-0.016563147,-0.024325614,-0.021819186,-0.005882353,-0.019721893,0.006036205,0.015995968,0.039372125,0.030301136,0.031251896,0.021390374,0.006806283,-0.022532501,-0.021280331,-0.014317785,0.009193032,0,0.005464481,0.014494565,0.040623142,0.046913771,0.034627735,0.01148737,-0.005229722,-0.027849548,-0.017812286,-0.018966396,0.003378498,-0.00720162,0.012655024,0.022579355,0.038779471,0.039214118,0.034039297,0.012406394,-0.002880835,-0.01901812,-0.006854373,-0.002965496,0.005359129,0.002443174,0.006646962,0.016793812,0.030305392,0.028712256,0.018454752,0.005350275,-0.001332445,-0.015978716,-0.012178636,-0.011519194,0.006930528,-0.006882827,0.011586912,0.017808045,0.033515041,0.024809533,0.017792604,0.006367828,-0.01129279,-0.027605757,-0.019485095,-0.014348494,0.002671922,-0.013192169,0.001214585,0.01078456,0.030676295,0.03247643,0.018796992,0.008608856,-0.006095129,-0.015953355,-0.008726944,-0.012671698,0.003822016,-0.003807464,0.00646303,0.010127861,0.02506391,0.008556224,0.014545455,0.017921147,0.026996479,0.011427416,0.005535593,0.00224857,0.001120081,-0.011645214,0.014729728,0.02680067,0.044045677,0.041665625,0.035001035,0.024153623,0,-0.004715099,-0.002843599,0.004750946,0.009462639,0.003073099,0.014996076,0.025635857,0.054139416,0.045933589,0.026172027,-0.004443122,-0.020715554,-0.026445869,-0.020893457,-0.020486556,-0.023966013,-0.026785738,-0.002752296,0.012880417,0.027247956,0.02033687,0.026862195,0.013501266
0.011840501,0.027533987,0.020485681,0.006564566,-0.011086981,-0.045504607,-0.055212011,-0.0448582,-0.021177876,0.005146978,0.021610895,0.050778126,0.048331557,0.045342646,0.028663663,0.012861736,-0.020107937,-0.036712822,-0.029152401,-0.023092432,-0.007092199,-0.004764286,0.016751236,0.021176421,0.013824853,0.009088616,0.011540541,0.00667967,-0.007517849,-0.022035768,-0.013672503,0.005316089,-0.02582629,0.002356688,-0.023532651,0.033745481,0.011597082,0.034800346,0.013931764,5.27E-05,-0.021963611,-0.014048161,-0.018334894,0.00464323,-0.034645953,-0.016631136,0.00729927,0.055557971,0.056059368,0.028387927,0.018963338,-0.013647643,-0.02536478,-0.020436609,0.004611331,0.007652459,-0.024950054,-0.008416037,0.012337453,0.064824973,0.045343573,0.044696775,0.01572327,0.005629046,-0.021365799,-0.021923779,-0.01754386,-0.001982143,-0.002982101,0.00199202,0.00198209,0.028796654,0.030886399,0.028062113,0.020033553,0.012504085,-0.005254163,-0.017909574,-0.019043183,0.012881176,-0.003450531,0.003965714,0.003628597,0.028049813,0.039735974,0.025393601,0.018984646,-0.008423539,-0.027779412,-0.026889121,-0.027632124,0.006213133,-0.003526926,0.007084133,0.000437995,0.024622461,0.037755275,0.035136543,0.022356087,0,-0.017184402,-0.023847339,-0.008144938,0.004926108,-0.008171569,-0.008233951,0.009468423,0.03126373,0.03510292,0.018961028,0.006240554,-0.003080629,-0.011310938,-0.012392175,-0.015369503,-0.011764706,-0.011904762,0.004819277,0.015827338,0.0401322,0.025724013,0.017626468,0.003913894,-0.007221139,-0.018688123,-0.016007114,-0.009828287,0.001519681,-0.01199774,-0.000728698,0.012304596,0.031914942,0.032403582,0.02068328,0.006289308,-0.005554167,-0.017459473,-0.017769723,-0.014613625,0.009472743,-0.003640062,0.005988181,0.001524058,0.023913043,0.007430998,0.017563751,0.032445934,0.032096289,0.006347911,-0.007080419,0.00291772,0.011764934,-0.00511055,0.009633911,0.026717557,0.045847584,0.036732271,0.026571398,0.011131632,0,-0.01734104,-0.005183193,0.005632556,0.017360773,0.004128246,0.011949007,0.010832859,0.038452387,0.030034028,0.029056083,0.003896791,-0.019399593,-0.021759644,-0.026290166,-0.015576324,-0.016876582,-0.015022516,-0.005447712,0.006571749,0.02285095,0.026597901,0.021761635,0.015212966
0.011787836,0.018637448,0.009150969,-0.013599262,-0.045956759,-0.055491329,-0.050593635,-0.021488014,-0.011416375,-0.011548214,0,0,0.028088732,0.027321311,0.03324578,0.005149035,-0.025607144,-0.040210165,-0.031764443,-0.013574645,-0.020642178,-0.007025753,-0.004719334,0.041470428,0.028440273,0.03954761,0.035913807,0.005137134,-0.004856408,-0.024388215,0.010471568,0.001825097,-0.031194727,-0.026780051,-0.007444169,0.03889,0.043848081,0.040985698,0.021652538,-0.005780347,-0.038758721,-0.042338667,-0.026317867,-0.016216234,-0.013295619,-0.022275309,0.028479358,0.047732808,0.068711489,0.044510386,0.013258523,-0.009347655,-0.033017012,-0.029268264,-0.014071343,-0.005097859,-0.005120907,-0.011329545,0.015625,0.046153846,0.053920588,0.044947019,0.017386009,-0.004375914,-0.036310713,-0.031490247,-0.019774011,0.000455331,-0.006959367,-0.009694206,0.002952548,0.031298918,0.043446372,0.035731829,0.010132772,-0.012754864,-0.035033094,-0.022238257,-0.015547937,0.009428571,-0.012142935,0.00070922,0.004677534,0.033388826,0.032539394,0.020317334,-0.003454863,-0.020720416,-0.030098292,-0.018710296,-0.00576783,-0.005846197,-0.004706155,-0.010307758,0.011240528,0.023619905,0.036915929,0.027134484,0.004331019,-0.012077664,-0.030568532,-0.021621622,-0.013812155,0.004669468,-0.005576203,-0.009347655,0.004717929,0.037464789,0.045243008,0.032525204,0.004276902,-0.012518037,-0.032608889,-0.026223799,-0.008975771,0.009964674,-0.001794617,-0.004493261,0.013448568,0.035621159,0.034398516,0.02086456,-0.002442999,-0.008977967,-0.032950549,-0.017034086,-0.01646619,0.010572697,-0.004357458,-0.001752188,0.005610526,0.030968356,0.031304732,0.023878966,0.003603357,-0.007983234,-0.030181062,-0.013279657,-0.004203536,0.012668908,-0.01175979,-2.53E-06,0.02110055,0.041408381,0.027778571,0.006852504,0.013805004,0.011272624,0.004573691,-0.00967987,-0.011204678,-0.007597016,-0.016135632,-0.011682762,0.015761937,0.041938983,0.051377475,0.031869666,0.008236096,-0.012935321,-0.024136568,-0.011308826,-0.007147253,-0.003600432,-0.024565769,-0.002406667,0.033041743,0.068284636,0.056013419,0.019431654,-0.011874382,-0.02529981,-0.035692384,-0.018000012,-0.017133447,-0.01220081,-0.025056644,0.003618459,0.029397316,0.056901151,0.046414299,0.0327905,0.00616583
0.027137815,0.027241363,0.031770093,0.015395917,-0.019494613,-0.030927881,-0.041790337,-0.024585211,-0.021136585,-0.014950141,0,0.010118027,0.03171781,0.040451456,0.027993823,0.006054472,-0.024063122,-0.032357523,-0.030253233,-0.014778325,0.016665,0.001642626,0.005725032,-0.000161107,0.014487305,0.038504671,0.026417385,0.022725733,-0.018397351,-0.031484305,-0.030260109,-0.015966133,-0.002754486,-0.010492053,-0.016442518,-0.00735084,0.011784792,0.049925112,0.03170233,0.017666281,-0.031702899,-0.032586529,-0.035898527,-0.015044532,-0.006786893,-0.017470204,-0.008697376,0.008773684,0.052173822,0.057847838,0.038671935,0.00752314,-0.023888018,-0.037858451,-0.022340187,-0.006502978,-0.010228333,-0.030510947,-0.008530476,0.019354839,0.053164557,0.056091346,0.045523451,0.015962241,-0.035712908,-0.044444444,-0.042637209,-0.010523094,-0.008184929,-0.020628713,-0.010109537,0.008512355,0.04556962,0.057302663,0.041221437,0.011731689,-0.028986957,-0.036564234,-0.021053414,-0.012661593,-0.007212579,-0.034566765,-0.003341143,0.00670972,0.05,0.049204762,0.033285981,0.007317705,-0.023616313,-0.024562673,-0.030524181,-0.024793388,-0.020179177,-0.016472844,-0.003351759,0.020168101,0.049507495,0.061219684,0.034022631,0.007081028,-0.026279792,-0.025527352,-0.019845779,-0.005342546,-0.019195511,-0.026217035,-0.003376211,0.03210523,0.050012426,0.049496948,0.024253565,0.002766734,-0.034729041,-0.030042918,-0.017699115,-0.0015,-0.009175926,-0.014414956,0.004619642,0.01547821,0.033962315,0.035036547,0.028210195,0.009946502,-0.021734436,-0.027907015,-0.017494848,-0.011631051,-0.007205482,-0.014813333,0.011278179,0.0223048,0.036362129,0.041402105,0.033695463,0.016458909,-0.028217412,-0.02969803,-0.017176647,-0.000137024,0.002076412,-0.013812681,0.014144818,0.040056685,0.029880478,0.01934236,0.015180266,0.031151402,0.014501528,-0.011910675,-0.012086799,-0.008540844,-0.006155266,-0.015448175,-0.001256604,0.018819876,0.034615499,0.048985239,0.034235669,0.024227947,-0.019354839,-0.022917763,-0.020674471,-0.008023596,-0.007738479,-0.019296254,0.00593661,0.02902994,0.05733709,0.057484878,0.028716923,0.004986047,-0.022818452,-0.021928956,-0.015569873,-0.011596385,-0.01429591,-0.016233766,0.00660066,0.018580328,0.037551462,0.046535725,0.037550432
-0.002876716,0.016864977,0.00675651,-0.00389304,-0.043479842,-0.042397123,-0.045593537,-0.030822931,-0.060262459,-0.045685279,-0.044324468,-0.031541685,-0.013408046,0.029126157,0.037732004,0.009092744,-0.027027027,-0.035183333,-0.032631415,-0.011803571,-0.028111579,-0.016529284,-0.019006447,0.006423969,0.014891458,0.010484277,0.010369273,-0.004102678,-0.020622638,-0.018947408,-0.021457128,-0.010967105,-0.029933548,-0.022854909,-0.039768421,0.018270446,0.035885253,0.05081305,0.010984591,-0.010865241,-0.032966961,-0.022731767,-0.020930281,0.00475298,-0.000234043,-0.002369349,-0.004735731,0.024048526,0.041281491,0.055832496,0.024234848,0.004646783,-0.010280478,-0.003022089,0.01041875,0.016490688,-0.006085205,-0.010200021,0.004119579,0.043121238,0.051183172,0.054308989,0.039074531,0.023933333,-0.010016678,-0.025295067,-0.017304468,0.008804593,0.004361257,-0.008684637,0.003502185,0.020090865,0.05992798,0.048465345,0.040063236,-0.007408889,-0.022388093,-0.015265672,0,0.007753488,-0.000770768,0.006157044,0.003061979,0.01220595,0.026676674,0.026423919,0.020736526,-0.002383354,-0.017553395,-0.018587536,-0.010195208,0.003677704,0,0.00146921,0,0.016102465,0.020174381,0.02825,0.013734871,0.002711382,-0.003381077,-0.006776958,-0.006962448,-0.003439643,0.001241552,0.000140535,0.005509016,0.012466091,0.024357272,0.030384452,0.014103846,0.008848282,-0.020488722,-0.014074074,-0.010378266,0.009637436,0.006490901,0,0.002581939,0.012868726,0.016520987,0.018749977,0.006132508,0,-0.014634164,0,0.003712876,0.002467327,-0.008608856,-0.007444159,0.010623737,0.016077922,0.015827165,0.013779492,0.015365248,0.005821893,-0.009260417,-0.001752338,0.003394972,0.00349895,-0.005812413,0.002454995,0.017492732,0.025787995,0.016759795,0.010991221,0.01630433,0.021388212,0.010473309,0.005179269,0,0.007218564,0.005115655,0.010185346,0.008062492,0.02000102,0.014705882,0.024153623,0.009435858,0.009344851,-0.004630556,0,0.006976751,0.018476691,0.013605442,0.017897987,0.021977124,0.022366452,0.03155235,0.024469801,0.012738047,-0.007860849,-0.01584864,-0.001611111,-0.004030648,-0.008098779,0.00081796,0.0122349,0.028201428,0.025862089,0.021696732,0.022431584,0.006581834
0.020889789,0.018001171,0.001300949,-0.018401521,-0.046389029,-0.037136543,-0.052377918,-0.017627818,-0.024370792,0.000905995,-0.002266339,-0.000566166,0.016148297,0.024851729,0.037684408,0.006315803,-0.02154607,-0.027793457,-0.015616856,-0.027030831,-0.039037798,-0.033333333,-0.006429366,0.039811021,0.033613988,0.015048611,-0.015968037,-0.037077722,-0.034584838,-0.049861641,-0.018363861,0.007401171,0.009726744,-0.018525088,-0.031854142,-0.015671277,0.019806153,0.032785124,0.026671041,0.03289166,0.000249019,-0.005024405,-0.026947311,-0.025457209,-0.025314634,-0.010943396,0.040923643,0.08340239,0.080651923,0.055161196,0.021717256,-0.014519744,-0.034835527,-0.046460074,-0.019134526,0.014192651,-0.006997019,0.021716766,0.037931034,0.075302326,0.072092836,0.04226513,0.036685782,-0.01084991,-0.035948294,-0.046429151,-0.0369573,0.000505583,-0.010149163,0,0.013839085,0.049547117,0.057803468,0.041896175,0.01529368,-0.012914357,-0.039249959,-0.042215238,-0.019905251,0,-0.001932305,0.005813953,0.019265896,0.039697618,0.054545554,0.031034536,0.01672578,-0.024838775,-0.030359302,-0.034785241,-0.013337514,0.005479452,-0.002,-0.001818351,0.003648796,0.038333869,0.045496063,0.028448488,0.012859256,-0.020085122,-0.034594196,-0.03464668,-0.008798366,0.005500532,-0.003526926,-0.001775019,0.019522661,0.042365535,0.03632028,0.029004704,0.011213785,-0.00116144,-0.020153488,-0.014240484,-0.004815402,0.011288691,0.003191388,0.013578675,0.01960812,0.033842377,0.03193104,0.020906963,0.000423729,-0.016941974,-0.015799224,-0.009193068,-0.003680418,-0.004580931,-0.008985731,-0.000750731,0.018148037,0.029529377,0.040055794,0.024759319,0.014766463,-0.007936508,-0.017332,-0.015061038,-0.002756574,0.004144219,-0.00536525,0.00553112,0.019258623,0.039137652,0.009089599,0.006436293,0.012786429,0.029041667,0.013494462,0.004845042,-6.14E-05,0.000300018,-0.004816917,0.009742193,0.029667401,0.04499656,0.043446729,0.036538689,0.021991503,0.002013654,-0.006261164,0.003543526,0.015128593,0.011922504,-0.003437408,0.005024635,0.01818647,0.03851053,0.041627034,0.027990719,0.006277922,-0.017208847,-0.026263953,-0.024051247,-0.018422864,-0.011262308,-0.019460826,-0.001161666,0.01066196,0.030687572,0.024375675,0.028155313,0.015901074
0.035482,0.031851961,0.020075996,0.005386916,-0.042363431,-0.039407921,-0.041024615,-0.016042764,-0.006521732,-0.012584231,-0.01440334,-0.002360877,0.01295808,0.047281174,0.029850223,0.020627106,-0.019706943,-0.037162925,-0.040421821,0.008927705,0.023281354,0.006212368,-0.011278208,-0.002170562,0.023843197,0.050509304,0.05051321,0.031893367,-0.032683693,-0.04624095,-0.028339098,-0.010415625,-0.008159991,-0.037143048,-0.005237801,0.011358461,0.046563681,0.046844233,0.036750037,0.012057885,-0.022158685,-0.057748538,-0.033616757,-0.028633633,0,-0.033609917,0.005702401,0.025227891,0.054187388,0.067137687,0.032195657,0.00762,-0.051039649,-0.038348567,-0.014498202,0.004202833,-0.008894819,-0.023233344,-0.00972974,0.034935628,0.044303797,0.062627273,0.029800352,0.018459391,-0.029000797,-0.029729752,-0.031746032,-0.001988077,0.010452972,-0.012806909,-0.002994012,-0.005006006,0.041248532,0.048310145,0.036865404,0.013333333,-0.035086842,-0.036365421,-0.02617927,0.005812551,0.014447401,-0.011629729,-0.010567723,0.004759228,0.038650074,0.05116662,0.031064723,0.017168255,-0.032911392,-0.039267016,-0.026340599,0.003733212,0.009292742,-0.028544199,-0.005687198,0.014299319,0.051690741,0.054512064,0.02966189,0.00822963,-0.028569819,-0.034474761,-0.010880123,0,0.012134891,-0.016081498,0.008747376,0.010713272,0.03973658,0.0375903,0.028116641,0.004022343,-0.027235819,-0.023999981,-0.002459014,0.011502045,0.004062554,-0.015371359,0.00082087,0.027913793,0.041535177,0.045973124,0.019063016,0.006690883,-0.03569767,-0.030386845,-0.022396239,-0.006253328,0.002360344,-0.011773931,0.010324853,0.01021934,0.042803146,0.038059673,0.025160298,-0.001752456,-0.027045311,-0.025271462,-0.015037778,0.005640374,0.007479814,-0.0016345,0.018588861,0.035765667,0.028188161,0.020562043,0.010746817,0.026577391,0.008413592,-0.009627734,-0.0142573,-0.00591716,-0.000660714,0.004632029,0.013833992,0.036387914,0.042319723,0.045112755,0.020142722,0.004231314,-0.029212938,-0.023147569,-0.009183051,0.007174888,0,-0.011634907,0.01621718,0.044328835,0.05382305,0.045112758,0.012846345,-0.00761035,-0.038343558,-0.032429027,-0.016483507,-0.017319543,-0.016485512,-0.028902295,0.0203875,0.039375797,0.056405188,0.040244367,0.026813061
